"detection_name","detection_version","alert_id","alert_name","first_event","last_event","event_time","client_ip","parent_domain","query_count","unique_qnames","unique_child_labels","avg_qname_length","max_qname_length","avg_first_label_length","max_first_label_length","long_label_count",qtypes,"qname_samples",severity,rationale,"mitre_technique","scenario_id",scenario,"ai_profile",source,"human_validation_required","evidence_json"
"Possible DNS Tunneling Behavior","1.0","scenario-04-dns-tunneling|10.50.30.20|tunnel.soclab.abdul4rehman215.tech|1788088541.419539","Scenario 04 - Possible DNS Tunneling Behavior","08/30/2026 11:15:41.419539","08/30/2026 11:15:59.619545","1788088541.419539","10.50.30.20","tunnel.soclab.abdul4rehman215.tech",7,7,7,67,67,32,32,7,A,"1e37479b6a8b3c47384f9b518b599685.tunnel.soclab.abdul4rehman215.tech 99d8abe7fad200049df1fbe6a4ff6141.tunnel.soclab.abdul4rehman215.tech a4da1fcd3ebfbc6a2fb25f4fb7fbce0c.tunnel.soclab.abdul4rehman215.tech c196f60485e152ab670a518591c80d86.tunnel.soclab.abdul4rehman215.tech c62da04a874b43709fb3603c929b0684.tunnel.soclab.abdul4rehman215.tech f47b08dd83422c2e411f92c7ca6378eb.tunnel.soclab.abdul4rehman215.tech f97d4b608061408162f11e11ce5d3169.tunnel.soclab.abdul4rehman215.tech",medium,"Multiple fresh long child labels concentrated beneath the same parent domain in a short time window.","T1071.004","scenario-04-dns-tunneling","scenario-04-dns-tunneling","dns_tunneling_v1","unbound:dns",true,"{""detection_name"":""Possible DNS Tunneling Behavior"",""detection_version"":1,""ai_profile"":""dns_tunneling_v1"",""client_ip"":""10.50.30.20"",""parent_domain"":""tunnel.soclab.abdul4rehman215.tech"",""first_event"":1788088541.419539,""last_event"":1788088559.619545,""query_count"":7,""unique_qnames"":7,""unique_child_labels"":7,""avg_qname_length"":67,""max_qname_length"":67,""avg_first_label_length"":32,""max_first_label_length"":32,""long_label_count"":7,""qtypes"":""A"",""qname_samples"":""1e37479b6a8b3c47384f9b518b599685.tunnel.soclab.abdul4rehman215.tech,99d8abe7fad200049df1fbe6a4ff6141.tunnel.soclab.abdul4rehman215.tech,a4da1fcd3ebfbc6a2fb25f4fb7fbce0c.tunnel.soclab.abdul4rehman215.tech,c196f60485e152ab670a518591c80d86.tunnel.soclab.abdul4rehman215.tech,c62da04a874b43709fb3603c929b0684.tunnel.soclab.abdul4rehman215.tech,f47b08dd83422c2e411f92c7ca6378eb.tunnel.soclab.abdul4rehman215.tech,f97d4b608061408162f11e11ce5d3169.tunnel.soclab.abdul4rehman215.tech"",""severity"":""medium"",""mitre_technique"":""T1071.004"",""rationale"":""Multiple fresh long child labels concentrated beneath the same parent domain in a short time window."",""scenario_id"":""scenario-04-dns-tunneling"",""human_validation_required"":""true""}"
